gene,logFC,AveExpr,t,P.Value,adj.P.Val,sig,dir
MYNN,0.548068831947499,7.54481704403814,6.65895632099119,5.1163026249412e-10,2.76192733825165e-08,TRUE,Up in RA
GALNT7,0.346132109008167,8.68335019128176,6.65703277957927,5.16800025813045e-10,2.76305518279653e-08,TRUE,Up in RA
ACTR6,0.71549144345462,6.65430075682266,6.61860651725924,6.31561439306546e-10,3.20106204752061e-08,TRUE,Up in RA
LETM1,-0.269153065032471,8.01744795214822,-6.59801241368848,7.03053273520059e-10,3.47334072874056e-08,TRUE,Down in RA
GAK,-0.213113337866581,8.36089688828791,-6.59589941908889,7.10824769559332e-10,3.49057035593886e-08,TRUE,Down in RA
LBR,0.211943551865146,11.1609127549632,6.54217143031526,9.39510322771675e-10,4.25560379823274e-08,TRUE,Up in RA
FAM8A1,0.31677444303797,10.4388748651909,6.45774756261203,1.45287468942598e-09,5.84226115546471e-08,TRUE,Up in RA
FYN,-0.256055920073806,10.1938982978457,-6.45375584600118,1.4830253467443e-09,5.93323059409401e-08,TRUE,Down in RA
AARS,-0.242098934318746,6.50389073431018,-6.41061419994476,1.85087125189056e-09,6.96307483139641e-08,TRUE,Down in RA
CD6,-0.335673238409635,8.07931498081646,-6.39999425353566,1.95439610488109e-09,7.28301319178265e-08,TRUE,Down in RA
NLRC3,-0.312207884725435,9.34793065960886,-6.34845173469571,2.54353238365833e-09,8.90971132524582e-08,TRUE,Down in RA
ASNSD1,0.3721143394554,8.3844431559056,6.28489806666703,3.51442619470032e-09,1.11914949711234e-07,TRUE,Up in RA
BCL11B,-0.348795676372646,9.45976923122306,-6.24956118382203,4.20342590334704e-09,1.27665900798573e-07,TRUE,Down in RA
GPD2,0.291973737199555,7.66304456225778,6.24038582619577,4.40304228129828e-09,1.3220029615258e-07,TRUE,Up in RA
FNDC3A,0.319470035272861,8.48307480310257,6.14447453279119,7.1354324429561e-09,1.95270523608189e-07,TRUE,Up in RA
RUNX3,-0.343140954024244,9.41304478807721,-6.13343860761664,7.54105716637546e-09,2.0459498126261e-07,TRUE,Down in RA
TECR,-0.280936699109655,7.18998362958705,-6.11846851020849,8.12767656616104e-09,2.17515391701861e-07,TRUE,Down in RA
CCDC88C,-0.232619163486113,9.44632746551155,-6.09449462227718,9.16173060607387e-09,2.39894284956051e-07,TRUE,Down in RA
FBRSL1,-0.208937177424936,9.79265732703098,-6.07623019419681,1.00352136562356e-08,2.58472341279808e-07,TRUE,Down in RA
TCF25,-0.198737219545704,10.1518707673133,-6.0645948581425,1.06337684818522e-08,2.71669517956948e-07,TRUE,Down in RA
DHX30,-0.226788425380552,6.45581955943052,-6.02305057042801,1.30709055377719e-08,3.18449279740182e-07,TRUE,Down in RA
HSD17B11,0.161213926579957,11.3923093149454,5.99527051370694,1.49982618999206e-08,3.52862093027535e-07,TRUE,Up in RA
TMEM71,0.294904084376177,9.78651019487394,5.9694144492095,1.70412027432099e-08,3.92146684439735e-07,TRUE,Up in RA
ST3GAL6,0.576027154529108,7.22610938373503,5.94857136745839,1.88846566996944e-08,4.27085858762242e-07,TRUE,Up in RA
LONRF1,0.34500461938824,8.46728240694089,5.93929699544707,1.97665137652131e-08,4.4070658625326e-07,TRUE,Up in RA
CTBP1,-0.151271767301278,11.1636135010775,-5.93587928480882,2.01015681250768e-08,4.4568776094128e-07,TRUE,Down in RA
EIF3B,-0.327463223323142,10.0653476051454,-5.91009818059001,2.28149244314324e-08,4.95360404700646e-07,TRUE,Down in RA
CXXC5,-0.269327029394267,7.92758060440427,-5.8948503752887,2.45854176360331e-08,5.279835670256e-07,TRUE,Down in RA
SPOCK2,-0.34384967178566,9.46416754654867,-5.87992465635859,2.64487017050441e-08,5.59611926143101e-07,TRUE,Down in RA
RAB11FIP3,-0.326678308271085,7.50013957277407,-5.8614967955195,2.89409121505374e-08,5.98681887439529e-07,TRUE,Down in RA
RPA1,-0.232910187786253,9.01318936136677,-5.84545272653613,3.12970967606698e-08,6.36562756436695e-07,TRUE,Down in RA
EP400,-0.244516861630457,8.12340104072802,-5.84078878269611,3.20166092859205e-08,6.47022836120468e-07,TRUE,Down in RA
FOXK1,-0.231304992862826,8.4232890419877,-5.83507602658156,3.29200351355215e-08,6.61042692791369e-07,TRUE,Down in RA
CSNK2A1,-0.215405569855752,8.14799737698726,-5.82553176440094,3.44854109775883e-08,6.87142932174933e-07,TRUE,Down in RA
SYF2,0.160860186817105,8.88956601408427,5.81837625156166,3.57066108371896e-08,7.07089581189221e-07,TRUE,Up in RA
AUTS2,-0.478214734284786,6.93920564153724,-5.81496484332719,3.63036371984764e-08,7.15277832834524e-07,TRUE,Down in RA
MIER3,0.524337208660011,6.98954424427162,5.78494626781515,4.19966476889407e-08,8.02415948510027e-07,TRUE,Up in RA
LPXN,-0.197572288974926,10.1071392889737,-5.78264127020801,4.2468274947582e-08,8.09464834339462e-07,TRUE,Down in RA
SCARB1,-0.260625411773894,4.57641455334184,-5.77997236410511,4.30208441532921e-08,8.17033212516076e-07,TRUE,Down in RA
UBL3,0.24201600593607,8.95339221815348,5.77489188314848,4.40922314459745e-08,8.36372857139466e-07,TRUE,Up in RA
PPP1R9B,-0.264920509860184,8.82077821872029,-5.77366257645468,4.43553721386014e-08,8.39344214910894e-07,TRUE,Down in RA
TSEN54,-0.272600622514077,7.13852422484397,-5.76377832246051,4.65278006825489e-08,8.74713055709377e-07,TRUE,Down in RA
BRPF1,-0.193209497828687,6.36344034059028,-5.74060296937853,5.20381372739961e-08,9.58267707768692e-07,TRUE,Down in RA
ITPKB,-0.273151518502094,10.1044566294048,-5.73777773748564,5.27520995311491e-08,9.67067148523128e-07,TRUE,Down in RA
GRWD1,-0.220315884161543,7.27634777261203,-5.70211056413513,6.26333335724972e-08,1.11304136571862e-06,TRUE,Down in RA
BCL7A,-0.439405923761075,5.58713099552419,-5.68295684340397,6.8665093508249e-08,1.19598659554755e-06,TRUE,Down in RA
LRRC47,-0.166857772310737,9.87711554079102,-5.68257006874144,6.87925690188532e-08,1.19688439894501e-06,TRUE,Down in RA
PTGS2,0.518526559434749,8.95214497584179,5.67833087670993,7.0205014011304e-08,1.21876832143192e-06,TRUE,Up in RA
DLD,0.277682160441746,8.9347948460277,5.67632434943451,7.08834190803452e-08,1.22919178763859e-06,TRUE,Up in RA
SS18L1,0.300026991734721,7.95016686416951,5.58194808450548,1.11173179566038e-07,1.78091750965392e-06,TRUE,Up in RA
ZNF140,0.313570623173088,7.88546439130753,5.57420977490853,1.15329372485581e-07,1.83444692077721e-06,TRUE,Up in RA
JAK1,-0.140170750620745,10.8945319994477,-5.55409058323811,1.26858934901667e-07,1.98184082344398e-06,TRUE,Down in RA
FOXP1,-0.176318452117973,11.1361693304122,-5.5490133207761,1.29942087005118e-07,2.01999715726003e-06,TRUE,Down in RA
POU2F1,-0.265857726837037,7.0936553457155,-5.53664828422897,1.37760252286836e-07,2.11648621520214e-06,TRUE,Down in RA
NCKAP1L,-0.226364469871953,8.62540663589194,-5.52811455764185,1.43422094988043e-07,2.18642406508368e-06,TRUE,Down in RA
KLHDC4,-0.328287678763168,6.74060967279615,-5.5176464479593,1.50678435793176e-07,2.27722356990205e-06,TRUE,Down in RA
MAP2K7,-0.268365443409899,8.80027099862879,-5.50113492775706,1.6285881654727e-07,2.41955091916552e-06,TRUE,Down in RA
PPP2R5D,-0.228443734219218,7.47136694625624,-5.49747613777056,1.65685288859028e-07,2.456911766966e-06,TRUE,Down in RA
VCP,-0.252970438365358,7.83462760698586,-5.47590390253614,1.83350399139653e-07,2.6711204636214e-06,TRUE,Down in RA
RHOH,-0.277946198515402,8.23329497317799,-5.45375903014069,2.03394328142754e-07,2.90767668508644e-06,TRUE,Down in RA
PTPN7,-0.227331963237467,7.39005719842553,-5.45371853692944,2.03432869970679e-07,2.90767668508644e-06,TRUE,Down in RA
ZNF212,-0.203753952493416,8.25515932397979,-5.43151795581043,2.25673221881728e-07,3.19091185182393e-06,TRUE,Down in RA
IL18BP,-0.227446342862613,6.5642581218581,-5.43148304417065,2.25709999034681e-07,3.19091185182393e-06,TRUE,Down in RA
UBR3,0.309558324600045,7.34699214667518,5.42809422545998,2.29307881019894e-07,3.23018778240982e-06,TRUE,Up in RA
C9orf142,-0.207241230200797,7.50311554904357,-5.42710541921759,2.30368196145031e-07,3.23933441198406e-06,TRUE,Down in RA
LPAR5,-0.275031034186857,6.49818196947382,-5.36452223451436,3.08159805681014e-07,4.1305467831206e-06,TRUE,Down in RA
SIN3A,-0.233994902296425,7.85727400161373,-5.36044607342118,3.14032419255801e-07,4.19855218382459e-06,TRUE,Down in RA
PRCC,-0.187459369815922,7.05245984037553,-5.35132371307305,3.27573424954773e-07,4.35007573509863e-06,TRUE,Down in RA
ZEB1,0.34402034736447,8.57608871652821,5.3078236603402,4.00378300693128e-07,5.16039505627618e-06,TRUE,Up in RA
NUDT21,0.404299056696813,8.32677632344612,5.28947875428153,4.3560883446027e-07,5.5419709907968e-06,TRUE,Up in RA
SLU7,0.19292667514421,9.11362238421166,5.28540070925083,4.43841532477042e-07,5.61949725014909e-06,TRUE,Up in RA
SBK1,-0.320194538626733,5.77157718695961,-5.28492258780165,4.44816630405849e-07,5.62732306989358e-06,TRUE,Down in RA
WDR1,-0.144511337612089,10.9512200976752,-5.28127868911813,4.5231701732931e-07,5.70755960729465e-06,TRUE,Down in RA
GABBR1,-0.278900963744745,8.12308607879546,-5.26114387394384,4.96036238553571e-07,6.16155967558703e-06,TRUE,Down in RA
SLA2,-0.300761249859386,9.4845978165584,-5.22864055967152,5.75436297488041e-07,7.00432614463629e-06,TRUE,Down in RA
FIP1L1,-0.208017820294522,8.12859422371947,-5.20863274247567,6.30328391306569e-07,7.53859365111187e-06,TRUE,Down in RA
COQ5,0.29139997595135,6.96988727104245,5.20125626107963,6.51825604727748e-07,7.75440027156642e-06,TRUE,Up in RA
NLRC5,-0.196700072684965,10.4062747950484,-5.01453492197858,1.50813918195238e-06,1.55479384729335e-05,TRUE,Down in RA
GNAS,-0.196603981923629,11.3537145022789,-4.93332484129573,2.1588514795829e-06,2.08134409007126e-05,TRUE,Down in RA
HLA-DOA,-0.323972749723533,8.02153533633476,-4.91104944033554,2.3804814632205e-06,2.26728273744681e-05,TRUE,Down in RA
LASP1,-0.148751508036925,11.0097587974119,-4.84058020664701,3.23673622821063e-06,2.95195219084752e-05,TRUE,Down in RA
HIF1AN,-0.1840974052977,8.30154819977802,-4.82722993267015,3.42961694003286e-06,3.09350975993596e-05,TRUE,Down in RA
R3HDM1,-0.124161670866855,8.45642289074961,-4.79915456698014,3.87223972217283e-06,3.42910756969721e-05,TRUE,Down in RA
CLIP2,-0.224959115650054,3.9220259091002,-4.53612345366348,1.17998924117556e-05,8.90525720521475e-05,TRUE,Down in RA
COPS8,0.181020901635643,7.95371496249458,4.4441228197401,1.72499402630745e-05,0.000123853229063877,TRUE,Up in RA
WWOX,-0.223602294748432,6.02642157088376,-4.29389106370061,3.17022345998728e-05,0.000212376678282106,TRUE,Down in RA
IGHM,-0.48630919853647,8.87739231620006,-4.21758868480767,4.29456792596468e-05,0.000277895214355424,TRUE,Down in RA
HLA-DRB1,-0.20725298358078,11.285932561337,-4.11905717018635,6.31994259442429e-05,0.000384341262021258,TRUE,Down in RA
GSTP1,-0.207402807331276,9.9053735373424,-4.0178074231574,9.33745197808891e-05,0.000540529766913755,TRUE,Down in RA
ZNF227,0.207537276727651,6.36284773303563,3.95349938679676,0.00011921873832534,0.000669348211634604,TRUE,Up in RA
LMF1,-0.168171509004973,5.68893502931601,-3.74847790112045,0.000254960602193744,0.00129727048817947,TRUE,Down in RA
FAM19A2,0.363017819683321,5.39483650056873,3.71101817082413,0.00029202932141576,0.0014622802393509,TRUE,Up in RA
C21orf33,-0.112852715615637,9.89571234155236,-3.64383377260159,0.000371611495499415,0.00179354317316512,TRUE,Down in RA
RBM47,0.187982605113094,10.4795352226551,3.62461521907234,0.00039790038786968,0.00189948631556322,TRUE,Up in RA
TIAM2,0.347163209860749,5.06482898721526,3.44664695465422,0.000740004510063342,0.00327200311139648,TRUE,Up in RA
COPS4,0.165583826878965,8.29615248881417,3.33529613415542,0.00107840428215034,0.00453062012247757,TRUE,Up in RA
HEXDC,-0.118554972816421,6.09865151693157,-3.30799856202566,0.00118106792746909,0.00487999311682708,TRUE,Down in RA
PARP9,0.232129609451928,9.70631123304179,3.2697718657054,0.00134023289558808,0.00543926136281022,TRUE,Up in RA
CPSF6,0.225664414806438,9.14425797938013,3.24852973530716,0.00143710438239828,0.00577442681104869,TRUE,Up in RA
ABI3,-0.173913600798356,8.00269282916183,-3.19692389595196,0.00170025764791036,0.00665867361590335,TRUE,Down in RA
CD79B,-0.244839346253576,7.60256429134462,-3.09216543480894,0.00237743013398881,0.00886363084249421,TRUE,Down in RA
CBFA2T3,-0.181413505836905,7.78595938809413,-2.84134619930279,0.00512963702603574,0.0171601163924876,TRUE,Down in RA
ACTN1,-0.145996906889517,11.160623705088,-2.81928243890025,0.00547606179744976,0.0181228557869411,TRUE,Down in RA
DIP2C,-0.154152669636088,6.77712977886929,-2.80999920452361,0.00562809269743704,0.0185403605412121,TRUE,Down in RA
FRS2,0.140751347610149,6.24755488962068,2.64353441396174,0.00909312628011162,0.0279787135571734,TRUE,Up in RA
GPX1,-0.133670519944892,10.9690383783619,-2.55024783231761,0.0117864088602719,0.0346040534297756,TRUE,Down in RA
HMGB2,0.673800937190015,9.94133015725288,9.22055193377825,2.86942263533344e-16,2.69459181006284e-12,TRUE,Up in RA
MAGED1,-0.391419485317875,7.82034528444612,-9.19090345447104,3.41888195148492e-16,2.69459181006284e-12,TRUE,Down in RA
KDM1A,-0.294410424837974,7.79700316131678,-9.08972062791953,6.21003504177816e-16,3.2629594121183e-12,TRUE,Down in RA
C1GALT1C1,0.646928821737564,7.26229473406617,8.98848105152142,1.12642901843456e-15,4.438975154396e-12,TRUE,Up in RA
CSGALNACT2,0.457120210221541,9.31240868727872,8.65018926586913,8.12804305216148e-15,2.56244685262443e-11,TRUE,Up in RA
LTK,-0.577327634061541,4.05539154557934,-8.42338895868033,3.0189346014419e-14,5.13609812399248e-11,TRUE,Down in RA
STX7,0.429313217179884,9.63725673715222,8.41371162055735,3.19199679596942e-14,5.13609812399248e-11,TRUE,Up in RA
CLEC4D,1.16915360855525,7.1904207030468,8.41104904198841,3.24131729101544e-14,5.13609812399248e-11,TRUE,Up in RA
STARD3NL,0.450404718293913,8.40559457111451,8.40159313169615,3.42267139854517e-14,5.13609812399248e-11,TRUE,Up in RA
ACTR10,0.235539950004475,9.14772972691731,8.39358297011396,3.58415779762211e-14,5.13609812399248e-11,TRUE,Up in RA
MCM3AP,-0.259943349821953,8.56951625657601,-8.32168784317737,5.41766489253327e-14,7.11655430841683e-11,TRUE,Down in RA
NAT10,-0.324424231310209,6.26517024090735,-8.25338558987207,8.01295200731539e-14,9.71601249933173e-11,TRUE,Down in RA
SRRT,-0.299007485241408,8.87346555306563,-8.188865499262,1.15856821642475e-13,1.30446505682166e-10,TRUE,Down in RA
CHERP,-0.315509943582901,9.38560943256007,-8.142291936245,1.51091236042583e-13,1.58776743582615e-10,TRUE,Down in RA
EVI2A,0.889156575153766,9.9481728749469,8.08875611806433,2.04884693033478e-13,2.0184983851792e-10,TRUE,Up in RA
PCSK7,-0.367170815782907,7.94414239222262,-8.05906328686938,2.42514196012626e-13,2.06649143232768e-10,TRUE,Down in RA
U2AF2,-0.290617525025819,10.5617042162471,-8.04651200690242,2.60412427195713e-13,2.06649143232768e-10,TRUE,Down in RA
ESYT1,-0.381338540358349,10.3631857064141,-8.03866758994366,2.72257834773897e-13,2.06649143232768e-10,TRUE,Down in RA
UBAP2,-0.36285600230005,8.01291609669084,-8.0348919193034,2.78148303693544e-13,2.06649143232768e-10,TRUE,Down in RA
C5orf30,0.489852428618993,6.71246404807306,8.03414959743109,2.7932119464765e-13,2.06649143232768e-10,TRUE,Up in RA
LYRM5,0.448038322920123,7.48601964947555,8.02849709827608,2.88414714909656e-13,2.06649143232768e-10,TRUE,Up in RA
KHSRP,-0.363591278013082,9.46575036980925,-7.9983520819591,3.42104422825639e-13,2.28616979952991e-10,TRUE,Down in RA
NOP2,-0.277370790331028,6.60576589998837,-7.97877798497266,3.82160979951269e-13,2.28616979952991e-10,TRUE,Down in RA
PDDC1,-0.317786828719082,6.51431393214187,-7.97363520119642,3.9343540176836e-13,2.28616979952991e-10,TRUE,Down in RA
ZDHHC17,0.53195141008634,9.6597658767809,7.96955563070218,4.02613087001558e-13,2.28616979952991e-10,TRUE,Up in RA
CHMP5,0.620770682342747,9.05530294178529,7.96853340548063,4.04945829794827e-13,2.28616979952991e-10,TRUE,Up in RA
YPEL5,0.268619579968534,11.0739778037789,7.96803197715648,4.06094997061711e-13,2.28616979952991e-10,TRUE,Up in RA
ITGAL,-0.3482962222492,9.96744638663981,-7.93380726132178,4.92675818707523e-13,2.66763255600674e-10,TRUE,Down in RA
WDR6,-0.309957701852465,9.89899729227758,-7.9284822517925,5.07701431708446e-13,2.66763255600674e-10,TRUE,Down in RA
DVL2,-0.218391344682417,6.81118746652686,-7.90567729017535,5.77360778359499e-13,2.93578643525187e-10,TRUE,Down in RA
BTBD10,0.349407801537454,8.96812434239997,7.89732923226998,6.05163584068383e-13,2.98099799239685e-10,TRUE,Up in RA
SUPT5H,-0.319567933115934,7.39209809527649,-7.87855908988253,6.72618435097613e-13,3.18856096766898e-10,TRUE,Down in RA
CAPZA2,0.456013557419409,10.6778901387931,7.87218689079371,6.97172810798124e-13,3.18856096766898e-10,TRUE,Up in RA
PEX2,0.610054163851877,8.0441024805053,7.86480995649579,7.26710487675164e-13,3.18856096766898e-10,TRUE,Up in RA
SAMSN1,0.57671279342808,8.94713312346223,7.86444273057838,7.28212870875362e-13,3.18856096766898e-10,TRUE,Up in RA
COQ2,0.444874222427922,6.9831679372168,7.85215064053399,7.80318187677658e-13,3.23688305062182e-10,TRUE,Up in RA
BCL2A1,1.15834995079186,8.4918533055505,7.8306671328936,8.80409526670163e-13,3.55843470997482e-10,TRUE,Up in RA
PTBP1,-0.278050305888492,10.5644993083988,-7.80726461652045,1.00396139373502e-12,3.87337300388952e-10,TRUE,Down in RA
EXOC6,0.456920792677308,8.19532079446005,7.80664164746548,1.00747505652141e-12,3.87337300388952e-10,TRUE,Up in RA
ABCF1,-0.32245317311637,7.74971380131531,-7.7998539342325,1.0465579681074e-12,3.92783172649451e-10,TRUE,Down in RA
ASTN1,0.047190440909028,3.74674694278548,1.78729457564946,0.0759470698771853,0.159609115754765,FALSE,ns
LIMA1,0.0663696372953373,7.01566556095802,1.05732900633097,0.292093129339198,0.442547481523815,FALSE,ns
CASR,-0.0080853123521467,3.49527898933825,-0.240051372137166,0.810624317278887,0.886030096664648,FALSE,ns
IFNGR2,0.092779299544122,10.3512715768749,2.1568433527261,0.0326410254104598,0.0806079403955942,FALSE,ns
LRRC66,0.00927912392068365,3.03823229455962,0.330738824613913,0.741311963644282,0.837235830258996,FALSE,ns
SGK1,0.00345821539520784,10.4286402282357,0.069042702669366,0.945049306835942,0.966022318000261,FALSE,ns
CHCHD2,0.0975210011737758,10.6749029725413,2.65261471830377,0.0088631646829941,0.0273619398546878,FALSE,ns
OR10J1,-0.0144956371082187,3.20562232204356,-0.549013877070743,0.58382755693022,0.717237454593645,FALSE,ns
RNF38,-0.0278385578480222,9.90914947717684,-1.37707821401451,0.170578105400064,0.295962870161938,FALSE,ns
NODAL,-0.00462203674170866,4.15398641032227,-0.100663687006787,0.919954381427468,0.952366502011876,FALSE,ns
LHCGR,0.00704863106760789,3.10179848913103,0.279099491704321,0.780560115841904,0.865120163975485,FALSE,ns
SPTY2D1,0.0346048551805997,8.78170074400662,1.02965911096843,0.304858528117098,0.456163865995809,FALSE,ns
SERGEF,-0.0891976062277384,6.46135645627382,-2.27683909289059,0.0242368849989771,0.0630127029917328,FALSE,ns
NYNRIN,0.0100783444838285,3.30456729225688,0.259792422526238,0.79538681352739,0.875536476370967,FALSE,ns
CNTN2,0.00361541605957913,4.09272770488796,0.0842179858742936,0.932997517669856,0.958849906834655,FALSE,ns
RNF152,-0.0247894855212487,2.94373437784108,-0.980425180459583,0.328484517111716,0.480860089453192,FALSE,ns
GFRA3,0.0535659535932389,3.71030013175321,1.36410759340693,0.174615274550219,0.301375295383236,FALSE,ns
CA6,0.0254231505925751,5.52529483961046,0.288806917461935,0.77313535246261,0.859254939606564,FALSE,ns
DZIP1,-0.0712964189106512,3.17434099532971,-2.77202315188037,0.00629090043597501,0.0204183874168143,FALSE,ns
GSTM5,-0.0400796822089382,3.92920499399717,-1.02433676413942,0.307356236572112,0.458576086804183,FALSE,ns
